game,home_team,away_team,script,legs,home_sp,away_sp,close_total,home_k_line,home_k_matched,p_leg_k,p_leg_f5_under,p_leg_game_under,p_joint_copula,p_joint_indep,p_book_sgp,sgp_edge,corr_lift,synergy_home,home_bp_gassed,home_avg_p4pa,home_n_high_sub_risk,adi_note,book_corr_tax,action,p_leg_home_score5,p_leg_game_over,p_leg_home_win,away_bp_gassed,away_k_line,away_k_matched,p_leg_both_sp_k,p_leg_close_game,synergy_away,away_avg_p4pa,away_n_high_sub_risk,script_d_gate,home_burn_5d,away_burn_5d,d_note
CHC @ LAD,LAD,CHC,B_Explosion,Home_Score>=5 | Game_Over_9.5 | LAD_ML_Win [away_BP_GASSED] [lineup_integrity=0.99 n_high=5],ROKI SASAKI,COLIN REA,9.5,,True,,,,0.299,0.1236,0.105,1.847,2.42,1.0,,0.84,5,ADI=1.196 (dense/drag->under),0.15,PLAY,0.4486,0.4862,0.5664,1.0,,,,,,,,,,,
PIT @ MIL,MIL,PIT,B_Explosion,Home_Score>=5 | Game_Over_8.0 | MIL_ML_Win [lineup_integrity=0.99 n_high=5],JACOB MISIOROWSKI,MITCH KELLER,8.0,,True,,,,0.3009,0.125,0.1063,1.831,2.406,1.0,,0.84,5,ADI=1.220 (dense/drag->under),0.15,PLAY,0.445,0.5,0.5619,0.0,,,,,,,,,,,
CLE @ TOR,TOR,CLE,B_Explosion,Home_Score>=5 | Game_Over_7.5 | TOR_ML_Win [away_BP_GASSED] [lineup_integrity=0.99 n_high=5],KEVIN GAUSMAN,JOEY CANTILLO,7.5,,True,,,,0.3082,0.1315,0.1117,1.7586,2.345,0.7,,0.84,5,ADI=1.250 (dense/drag->under),0.15,PLAY,0.4563,0.5,0.5762,1.0,,,,,,,,,,,
LAA @ KC,KC,LAA,B_Explosion,Home_Score>=5 | Game_Over_8.5 | KC_ML_Win [away_BP_GASSED] [lineup_integrity=0.99 n_high=5],COLE RAGANS,WALBERT URENA,8.5,,True,,,,0.3245,0.1445,0.1228,1.6423,2.246,0.7,,0.84,5,ADI=1.137 (light/carry->over),0.15,PLAY,0.4684,0.5216,0.5914,1.0,,,,,,,,,,,
COL @ NYM,NYM,COL,B_Explosion,Home_Score>=5 | Game_Over_8.0 | NYM_ML_Win [away_BP_GASSED] [lineup_integrity=0.99 n_high=5],KODAI SENGA,JOSE QUINTANA,8.0,,True,,,,0.3547,0.1723,0.1464,1.4227,2.059,0.7,,0.84,5,ADI=1.261 (dense/drag->under),0.15,PLAY,0.5116,0.5213,0.6459,1.0,,,,,,,,,,,
NYY @ HOU,HOU,NYY,A2_Dominance,Home_SP_K_F5>=4(MIKE BURROWS) | F5_Under_5.1 | Game_Under_9.0,MIKE BURROWS,RYAN WEATHERS,9.0,5.5,True,0.335,0.4999,0.4807,0.152,0.0805,0.0684,1.2212,1.888,0.7,0.0,0.84,5,ADI=1.148 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
LAA @ KC,KC,LAA,A2_Dominance,Home_SP_K_F5>=4(COLE RAGANS) | F5_Under_4.9 | Game_Under_8.5,COLE RAGANS,WALBERT URENA,8.5,6.5,True,0.3571,0.4976,0.4784,0.16,0.085,0.0723,1.2147,1.883,0.7,1.0,0.84,5,ADI=1.137 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
BOS @ BAL,BAL,BOS,A2_Dominance,Home_SP_K_F5>=4(TREVOR ROGERS) | F5_Under_4.0 | Game_Under_7.0,TREVOR ROGERS,GARRETT CROCHET,7.0,5.5,True,0.4542,0.484,0.4654,0.1926,0.1023,0.087,1.2144,1.882,1.0,0.0,0.84,5,ADI=1.212 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
CLE @ TOR,TOR,CLE,A2_Dominance,Home_SP_K_F5>=4(KEVIN GAUSMAN) | F5_Under_4.3 | Game_Under_7.5,KEVIN GAUSMAN,JOEY CANTILLO,7.5,5.5,True,0.3031,0.52,0.5,0.1453,0.0788,0.067,1.1696,1.844,0.7,0.0,0.84,5,ADI=1.250 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
ATH @ TEX,TEX,ATH,A2_Dominance,Home_SP_K_F5>=4(MACKENZIE GORE) | F5_Under_4.6 | Game_Under_8.0,MACKENZIE GORE,JEFFREY SPRINGS,8.0,6.5,True,0.3765,0.5081,0.4885,0.1721,0.0935,0.0794,1.1666,1.842,0.7,1.0,0.84,5,ADI=1.114 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
MIN @ TB,TB,MIN,A2_Dominance,Home_SP_K_F5>=4(SHANE MCCLANAHAN) | F5_Under_4.9 | Game_Under_8.5,SHANE MCCLANAHAN,BAILEY OBER,8.5,5.5,True,0.295,0.5295,0.5092,0.1451,0.0795,0.0676,1.146,1.824,0.7,1.0,0.84,5,ADI=1.160 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
PHI @ ATL,ATL,PHI,A2_Dominance,Home_SP_K_F5>=4(BRYCE ELDER) | F5_Under_4.9 | Game_Under_8.5,BRYCE ELDER,ZACK WHEELER,8.5,4.5,True,0.5,0.4999,0.4807,0.2174,0.1201,0.1021,1.1293,1.81,1.0,0.0,0.84,5,ADI=1.145 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
WSH @ CWS,CWS,WSH,A2_Dominance,Home_SP_K_F5>=4(NOAH SCHULTZ) | F5_Under_4.9 | Game_Under_8.5,NOAH SCHULTZ,JAKE IRVIN,8.5,4.5,True,0.3669,0.5295,0.5092,0.1761,0.0989,0.0841,1.0943,1.78,0.7,0.0,0.84,5,ADI=1.223 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
PIT @ MIL,MIL,PIT,A2_Dominance,Home_SP_K_F5>=4(JACOB MISIOROWSKI) | F5_Under_4.6 | Game_Under_8.0,JACOB MISIOROWSKI,MITCH KELLER,8.0,7.5,True,0.4542,0.52,0.5,0.209,0.1181,0.1004,1.0823,1.77,1.0,0.0,0.84,5,ADI=1.220 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
SD @ AZ,AZ,SD,A2_Dominance,Home_SP_K_F5>=4(ZAC GALLEN) | F5_Under_8.9 | Game_Under_15.5,ZAC GALLEN,GERMÁN MÁRQUEZ,15.5,3.5,True,0.433,0.5248,0.5046,0.2029,0.1146,0.0974,1.0819,1.77,1.0,0.0,0.84,5,ADI=nan (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
DET @ CIN,CIN,DET,A2_Dominance,Home_SP_K_F5>=4(BRADY SINGER) | F5_Under_5.4 | Game_Under_9.5,BRADY SINGER,JACK FLAHERTY,9.5,4.5,True,0.3821,0.5343,0.5138,0.1846,0.1049,0.0891,1.0712,1.761,0.7,0.0,0.84,5,ADI=1.162 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
SEA @ STL,STL,SEA,A2_Dominance,Home_SP_K_F5>=4(MATTHEW LIBERATORE) | F5_Under_4.3 | Game_Under_7.5,MATTHEW LIBERATORE,BRYAN WOO,7.5,4.5,True,0.4621,0.5354,0.5148,0.2192,0.1274,0.1083,1.0251,1.721,1.0,0.0,0.84,5,ADI=1.167 (light/carry->over),0.15,PLAY,,,,,,,,,,,,,,,
MIA @ SF,SF,MIA,A2_Dominance,Home_SP_K_F5>=4(ROBBIE RAY) | F5_Under_4.3 | Game_Under_7.5,ROBBIE RAY,EURY PÉREZ,7.5,5.5,True,0.5717,0.5248,0.5046,0.2588,0.1514,0.1287,1.0112,1.71,1.0,1.0,0.84,5,ADI=1.228 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
CHC @ LAD,LAD,CHC,A2_Dominance,Home_SP_K_F5>=4(ROKI SASAKI) | F5_Under_5.4 | Game_Under_9.5,ROKI SASAKI,COLIN REA,9.5,3.5,True,0.567,0.5343,0.5138,0.2624,0.1557,0.1323,0.983,1.686,1.0,0.0,0.84,5,ADI=1.196 (dense/drag->under),0.15,PLAY,,,,,,,,,,,,,,,
NYY @ HOU,HOU,NYY,C_EliteDuel,Game_Under_9.0 | Both_SP_K_F5>=3(MIKE BURROWS/RYAN WEATHERS) | NYY_RL+1.5,MIKE BURROWS,RYAN WEATHERS,9.0,5.5,True,,,0.4807,0.0565,0.0404,0.0343,0.6474,1.4,0.7,0.0,0.84,5,ADI=1.148 (light/carry->over),0.15,PLAY,,,,,5.5,True,0.1764,0.4762,1.0,0.84,5.0,,,,
DET @ CIN,CIN,DET,C_EliteDuel,Game_Under_9.5 | Both_SP_K_F5>=3(BRADY SINGER/JACK FLAHERTY) | DET_RL+1.5,BRADY SINGER,JACK FLAHERTY,9.5,4.5,True,,,0.5138,0.0671,0.0499,0.0424,0.5828,1.345,0.7,0.0,0.84,5,ADI=1.162 (light/carry->over),0.15,PLAY,,,,,5.5,True,0.2368,0.4098,1.0,0.84,5.0,,,,
MIN @ TB,TB,MIN,C_EliteDuel,Game_Under_8.5 | Both_SP_K_F5>=3(SHANE MCCLANAHAN/BAILEY OBER) | MIN_RL+1.5,SHANE MCCLANAHAN,BAILEY OBER,8.5,5.5,True,,,0.5092,0.0652,0.0487,0.0414,0.5753,1.339,0.7,1.0,0.84,5,ADI=1.160 (light/carry->over),0.15,PLAY,,,,,4.5,True,0.1499,0.6377,1.0,0.84,5.0,,,,
LAA @ KC,KC,LAA,C_EliteDuel,Game_Under_8.5 | Both_SP_K_F5>=3(COLE RAGANS/WALBERT URENA) | LAA_RL+1.5,COLE RAGANS,WALBERT URENA,8.5,6.5,True,,,0.4784,0.0795,0.0594,0.0505,0.5752,1.339,0.7,1.0,0.84,5,ADI=1.137 (light/carry->over),0.15,PLAY,,,,,3.5,True,0.2058,0.6032,1.0,0.84,5.0,,,,
SEA @ STL,STL,SEA,C_EliteDuel,Game_Under_7.5 | Both_SP_K_F5>=3(MATTHEW LIBERATORE/BRYAN WOO) | SEA_RL+1.5,MATTHEW LIBERATORE,BRYAN WOO,7.5,4.5,True,,,0.5148,0.0768,0.0576,0.049,0.5685,1.333,1.0,0.0,0.84,5,ADI=1.167 (light/carry->over),0.15,PLAY,,,,,5.5,True,0.2473,0.4525,1.0,0.84,5.0,,,,
CLE @ TOR,TOR,CLE,C_EliteDuel,Game_Under_7.5 | Both_SP_K_F5>=3(KEVIN GAUSMAN/JOEY CANTILLO) | CLE_RL+1.5,KEVIN GAUSMAN,JOEY CANTILLO,7.5,5.5,True,,,0.5,0.0747,0.0562,0.0478,0.5633,1.329,0.7,0.0,0.84,5,ADI=1.250 (dense/drag->under),0.15,PLAY,,,,,4.5,True,0.179,0.6283,1.0,0.84,5.0,,,,
ATH @ TEX,TEX,ATH,C_EliteDuel,Game_Under_8.0 | Both_SP_K_F5>=3(MACKENZIE GORE/JEFFREY SPRINGS) | ATH_RL+1.5,MACKENZIE GORE,JEFFREY SPRINGS,8.0,6.5,True,,,0.4885,0.0753,0.0567,0.0482,0.5613,1.327,0.7,1.0,0.84,5,ADI=1.114 (light/carry->over),0.15,PLAY,,,,,5.5,True,0.1795,0.6466,1.0,0.84,5.0,,,,
WSH @ CWS,CWS,WSH,C_EliteDuel,Game_Under_8.5 | Both_SP_K_F5>=3(NOAH SCHULTZ/JAKE IRVIN) | WSH_RL+1.5,NOAH SCHULTZ,JAKE IRVIN,8.5,4.5,True,,,0.5092,0.0816,0.0624,0.053,0.5378,1.307,0.7,0.0,0.84,5,ADI=1.223 (dense/drag->under),0.15,PLAY,,,,,4.5,True,0.1942,0.631,1.0,0.84,5.0,,,,
PHI @ ATL,ATL,PHI,C_EliteDuel,Game_Under_8.5 | Both_SP_K_F5>=3(BRYCE ELDER/ZACK WHEELER) | PHI_RL+1.5,BRYCE ELDER,ZACK WHEELER,8.5,4.5,True,,,0.4807,0.1052,0.082,0.0697,0.5092,1.283,1.0,0.0,0.84,5,ADI=1.145 (light/carry->over),0.15,PLAY,,,,,5.5,True,0.2623,0.6503,1.0,0.84,5.0,,,,
PIT @ MIL,MIL,PIT,C_EliteDuel,Game_Under_8.0 | Both_SP_K_F5>=3(JACOB MISIOROWSKI/MITCH KELLER) | PIT_RL+1.5,JACOB MISIOROWSKI,MITCH KELLER,8.0,7.5,True,,,0.5,0.1064,0.0831,0.0706,0.5066,1.281,1.0,0.0,0.84,5,ADI=1.220 (dense/drag->under),0.15,PLAY,,,,,4.5,True,0.2611,0.6364,1.0,0.84,5.0,,,,
BOS @ BAL,BAL,BOS,C_EliteDuel,Game_Under_7.0 | Both_SP_K_F5>=3(TREVOR ROGERS/GARRETT CROCHET) | BOS_RL+1.5,TREVOR ROGERS,GARRETT CROCHET,7.0,5.5,True,,,0.4654,0.1069,0.0836,0.0711,0.5042,1.279,1.0,0.0,0.84,5,ADI=1.212 (dense/drag->under),0.15,PLAY,,,,,7.5,True,0.2629,0.6835,1.0,0.832,5.0,,,,
CHC @ LAD,LAD,CHC,C_EliteDuel,Game_Under_9.5 | Both_SP_K_F5>=3(ROKI SASAKI/COLIN REA) | CHC_RL+1.5,ROKI SASAKI,COLIN REA,9.5,3.5,True,,,0.5138,0.1366,0.1093,0.0929,0.4702,1.25,1.0,0.0,0.84,5,ADI=1.196 (dense/drag->under),0.15,PLAY,,,,,3.5,True,0.3474,0.6124,1.0,0.84,5.0,,,,
COL @ NYM,NYM,COL,D_LateDivergence,F5_Under_4.6 | Game_Over_8.0,KODAI SENGA,JOSE QUINTANA,8.0,,True,,0.4978,,0.2754,0.2595,0.2206,0.2486,1.061,0.7,1.0,0.84,5,ADI=1.261 (dense/drag->under),0.15,PLAY,,0.5213,,1.0,,,,,,0.84,5.0,True,537.0,559.0,bp5d_home=537 away=559 | whiff_home=0.83 away=0.42
CHC @ LAD,LAD,CHC,D_LateDivergence,F5_Under_5.4 | Game_Over_9.5,ROKI SASAKI,COLIN REA,9.5,,True,,0.5343,,0.2757,0.2598,0.2208,0.2483,1.061,1.0,0.0,0.84,5,ADI=1.196 (dense/drag->under),0.15,PLAY,,0.4862,,1.0,,,,,,0.84,5.0,True,130.0,540.0,bp5d_home=130 away=540 | whiff_home=0.74 away=0.86
DET @ CIN,CIN,DET,D_LateDivergence,F5_Under_5.4 | Game_Over_9.5,BRADY SINGER,JACK FLAHERTY,9.5,,True,,0.5343,,0.2757,0.2598,0.2208,0.2483,1.061,0.7,0.0,0.84,5,ADI=1.162 (light/carry->over),0.15,PLAY,,0.4862,,1.0,,,,,,0.84,5.0,True,161.0,449.0,bp5d_home=161 away=449 | whiff_home=0.82 away=0.60
LAA @ KC,KC,LAA,D_LateDivergence,F5_Under_4.9 | Game_Over_8.5,COLE RAGANS,WALBERT URENA,8.5,,True,,0.4976,,0.0,0.0,0.0,0.0,,0.7,1.0,0.84,5,ADI=1.137 (light/carry->over),0.15,GATE,,0.5216,,1.0,,,,,,0.84,5.0,False,688.0,374.0,gate_not_met: sp_not_elite
NYY @ HOU,HOU,NYY,D_LateDivergence,F5_Under_5.1 | Game_Over_9.0,MIKE BURROWS,RYAN WEATHERS,9.0,,True,,0.4999,,0.0,0.0,0.0,0.0,,0.7,0.0,0.84,5,ADI=1.148 (light/carry->over),0.15,GATE,,0.5193,,0.0,,,,,,0.84,5.0,False,161.0,0.0,gate_not_met: bullpen_ok
WSH @ CWS,CWS,WSH,D_LateDivergence,F5_Under_4.9 | Game_Over_8.5,NOAH SCHULTZ,JAKE IRVIN,8.5,,True,,0.5295,,0.0,0.0,0.0,0.0,,0.7,0.0,0.84,5,ADI=1.223 (dense/drag->under),0.15,GATE,,0.4908,,1.0,,,,,,0.84,5.0,False,122.0,518.0,gate_not_met: sp_not_elite
BOS @ BAL,BAL,BOS,D_LateDivergence,F5_Under_4.0 | Game_Over_7.0,TREVOR ROGERS,GARRETT CROCHET,7.0,,True,,0.484,,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=1.212 (dense/drag->under),0.15,GATE,,0.5346,,1.0,,,,,,0.832,5.0,False,130.0,511.0,gate_not_met: sp_not_elite
PHI @ ATL,ATL,PHI,D_LateDivergence,F5_Under_4.9 | Game_Over_8.5,BRYCE ELDER,ZACK WHEELER,8.5,,True,,0.4999,,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=1.145 (light/carry->over),0.15,GATE,,0.5193,,0.0,,,,,,0.84,5.0,False,131.0,0.0,gate_not_met: bullpen_oksp_not_elite
SD @ AZ,AZ,SD,C_EliteDuel,Game_Under_15.5 | Both_SP_K_F5>=3(ZAC GALLEN/GERMÁN MÁRQUEZ) | SD_RL+1.5,ZAC GALLEN,GERMÁN MÁRQUEZ,15.5,3.5,True,,,0.5046,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=nan (light/carry->over),0.15,NO_PROP:GERMÁN MÁRQUEZ,,,,,,False,,0.631,1.0,0.84,5.0,,,,
SD @ AZ,AZ,SD,D_LateDivergence,F5_Under_8.9 | Game_Over_15.5,ZAC GALLEN,GERMÁN MÁRQUEZ,15.5,,True,,0.5248,,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=nan (light/carry->over),0.15,GATE,,0.4954,,0.0,,,,,,0.84,5.0,False,244.0,0.0,gate_not_met: bullpen_oksp_not_elite
PIT @ MIL,MIL,PIT,D_LateDivergence,F5_Under_4.6 | Game_Over_8.0,JACOB MISIOROWSKI,MITCH KELLER,8.0,,True,,0.52,,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=1.220 (dense/drag->under),0.15,GATE,,0.5,,0.0,,,,,,0.84,5.0,False,120.0,0.0,gate_not_met: bullpen_oksp_not_elite
MIA @ SF,SF,MIA,D_LateDivergence,F5_Under_4.3 | Game_Over_7.5,ROBBIE RAY,EURY PÉREZ,7.5,,True,,0.5248,,0.0,0.0,0.0,0.0,,1.0,1.0,0.84,5,ADI=1.228 (dense/drag->under),0.15,GATE,,0.4954,,1.0,,,,,,0.84,5.0,False,460.0,380.0,gate_not_met: sp_not_elite
MIA @ SF,SF,MIA,C_EliteDuel,Game_Under_7.5 | Both_SP_K_F5>=3(ROBBIE RAY/EURY PÉREZ) | MIA_RL+1.5,ROBBIE RAY,EURY PÉREZ,7.5,5.5,True,,,0.5046,0.0,0.0,0.0,0.0,,1.0,1.0,0.84,5,ADI=1.228 (dense/drag->under),0.15,NO_PROP:EURY PÉREZ,,,,,,False,,0.6764,1.0,0.84,5.0,,,,
COL @ NYM,NYM,COL,A2_Dominance,Home_SP_K_F5>=4(KODAI SENGA) | F5_Under_4.6 | Game_Under_8.0,KODAI SENGA,JOSE QUINTANA,8.0,,False,,0.4978,0.4787,0.0,0.0,0.0,0.0,,0.7,1.0,0.84,5,ADI=1.261 (dense/drag->under),0.15,NO_PROP,,,,,,,,,,,,,,,
COL @ NYM,NYM,COL,C_EliteDuel,Game_Under_8.0 | Both_SP_K_F5>=3(KODAI SENGA/JOSE QUINTANA) | COL_RL+1.5,KODAI SENGA,JOSE QUINTANA,8.0,,False,,,0.4787,0.0,0.0,0.0,0.0,,0.7,1.0,0.84,5,ADI=1.261 (dense/drag->under),0.15,"NO_PROP:KODAI SENGA,JOSE QUINTANA",,,,,,False,,0.5575,1.0,0.84,5.0,,,,
MIN @ TB,TB,MIN,D_LateDivergence,F5_Under_4.9 | Game_Over_8.5,SHANE MCCLANAHAN,BAILEY OBER,8.5,,True,,0.5295,,0.0,0.0,0.0,0.0,,0.7,1.0,0.84,5,ADI=1.160 (light/carry->over),0.15,GATE,,0.4908,,0.0,,,,,,0.84,5.0,False,523.0,0.0,gate_not_met: sp_not_elite
SEA @ STL,STL,SEA,D_LateDivergence,F5_Under_4.3 | Game_Over_7.5,MATTHEW LIBERATORE,BRYAN WOO,7.5,,True,,0.5354,,0.0,0.0,0.0,0.0,,1.0,0.0,0.84,5,ADI=1.167 (light/carry->over),0.15,GATE,,0.4852,,1.0,,,,,,0.84,5.0,False,115.0,391.0,gate_not_met: sp_not_elite
ATH @ TEX,TEX,ATH,D_LateDivergence,F5_Under_4.6 | Game_Over_8.0,MACKENZIE GORE,JEFFREY SPRINGS,8.0,,True,,0.5081,,0.0,0.0,0.0,0.0,,0.7,1.0,0.84,5,ADI=1.114 (light/carry->over),0.15,GATE,,0.5115,,0.0,,,,,,0.84,5.0,False,455.0,0.0,gate_not_met: sp_not_elite
CLE @ TOR,TOR,CLE,D_LateDivergence,F5_Under_4.3 | Game_Over_7.5,KEVIN GAUSMAN,JOEY CANTILLO,7.5,,True,,0.52,,0.0,0.0,0.0,0.0,,0.7,0.0,0.84,5,ADI=1.250 (dense/drag->under),0.15,GATE,,0.5,,1.0,,,,,,0.84,5.0,False,118.0,388.0,gate_not_met: sp_not_elite
