date,home_team,away_team,close_total,actual_total,temp_f,offset_uncapped,offset_capped,was_clamped,label_uncapped,label_capped,adj_uncapped,adj_capped,actual_over_vegas,uncapped_says_over,capped_says_over,only_uncapped_over
2025-04-10,TB,LAA,8.0,12.0,74.6,-1.2571428571428571,-1.2571428571428571,False,safety_valve,safety_valve,6.742857142857143,6.742857142857143,True,False,False,False
2025-04-10,CLE,CWS,7.0,7.0,37.3,0.332,0.332,False,global,global,7.332,7.332,False,False,False,False
2025-04-10,BOS,TOR,5.0,7.0,43.4,1.8860000000000001,1.5,True,blend,blend_clamped,6.886,6.5,True,True,True,False
2025-04-10,COL,MIL,10.5,9.0,69.4,1.2460000000000002,1.2460000000000002,False,blend,blend,11.746,11.746,False,True,True,False
2025-04-10,KC,MIN,8.5,5.0,66.7,-1.1500000000000001,-1.1500000000000001,False,safety_valve,safety_valve,7.35,7.35,False,False,False,False
2025-04-11,TB,ATL,8.5,9.0,72.9,-0.7000000000000001,-0.7000000000000001,False,safety_valve,safety_valve,7.8,7.8,True,False,False,False
2025-04-11,CLE,KC,7.5,7.0,39.8,0.46799999999999997,0.46799999999999997,False,global,global,7.968,7.968,False,False,False,False
2025-04-11,CIN,PIT,8.5,8.0,47.5,0.46799999999999997,0.46799999999999997,False,global,global,8.968,8.968,False,False,False,False
2025-04-11,NYY,SF,8.0,10.0,43.4,0.46799999999999997,0.46799999999999997,False,global,global,8.468,8.468,True,False,False,False
2025-04-11,HOU,LAA,9.0,17.0,86.8,-2.32,-1.5,True,safety_valve,safety_valve_clamped,6.68,7.5,True,False,False,False
2025-04-11,CWS,BOS,7.5,12.0,45.0,-0.8800000000000001,-0.8800000000000001,False,safety_valve,safety_valve,6.62,6.62,True,False,False,False
2025-04-11,MIA,WSH,8.0,11.0,76.6,0.8740000000000001,0.8740000000000001,False,blend,blend,8.874,8.874,True,True,True,False
2025-04-11,AZ,MIL,8.5,7.0,99.6,-0.13333333333333333,-0.13333333333333333,False,safety_valve,safety_valve,8.366666666666667,8.366666666666667,False,False,False,False
2025-04-11,MIN,DET,8.5,13.0,51.9,0.46799999999999997,0.46799999999999997,False,global,global,8.968,8.968,True,False,False,False
2025-04-11,SD,COL,7.5,8.0,70.8,-1.4000000000000001,-1.4000000000000001,False,safety_valve,safety_valve,6.1,6.1,True,False,False,False
2025-04-11,SEA,TEX,7.0,8.0,52.2,-0.05714285714285714,-0.05714285714285714,False,safety_valve,safety_valve,6.942857142857143,6.942857142857143,True,False,False,False
2025-04-11,ATH,NYM,9.5,13.0,81.1,1.3673333333333335,1.3673333333333335,False,blend,blend,10.867333333333333,10.867333333333333,True,True,True,False
2025-04-11,LAD,CHC,8.5,3.0,84.2,0.674,0.674,False,blend,blend,9.174,9.174,False,True,True,False
2025-04-11,STL,PHI,7.5,2.0,55.0,0.46799999999999997,0.46799999999999997,False,global,global,7.968,7.968,False,False,False,False
2025-04-12,BAL,TOR,8.0,9.0,49.4,0.388,0.388,False,global,global,8.388,8.388,True,False,False,False
2025-04-12,CIN,PIT,7.5,7.0,54.8,-1.6800000000000002,-1.5,True,safety_valve,safety_valve_clamped,5.82,6.0,False,False,False,False
2025-04-12,NYY,SF,7.5,12.0,40.7,2.6340000000000003,1.5,True,blend,blend_clamped,10.134,9.0,True,True,True,False
2025-04-12,MIA,WSH,7.5,13.0,79.7,1.194,1.194,False,blend,blend,8.693999999999999,8.693999999999999,True,True,True,False
2025-04-12,TB,ATL,7.5,9.0,68.2,-0.35000000000000003,-0.35000000000000003,False,safety_valve,safety_valve,7.15,7.15,True,False,False,False
2025-04-12,SD,COL,7.5,2.0,64.8,-1.2000000000000002,-1.2000000000000002,False,safety_valve,safety_valve,6.3,6.3,False,False,False,False
2025-04-12,HOU,LAA,8.5,5.0,80.7,-0.24,-0.24,False,safety_valve,safety_valve,8.26,8.26,False,False,False,False
2025-04-12,CLE,KC,7.0,9.0,41.5,0.388,0.388,False,global,global,7.388,7.388,True,False,False,False
2025-04-12,CWS,BOS,7.0,5.0,50.2,-0.13333333333333333,-0.13333333333333333,False,safety_valve,safety_valve,6.866666666666666,6.866666666666666,False,False,False,False
2025-04-12,MIN,DET,8.5,4.0,61.4,0.388,0.388,False,global,global,8.888,8.888,False,False,False,False
2025-04-12,STL,PHI,7.5,5.0,58.5,0.954,0.954,False,blend,blend,8.454,8.454,False,True,True,False
2025-04-12,ATH,NYM,9.0,4.0,76.4,1.3654285714285714,1.3654285714285714,False,blend,blend,10.365428571428572,10.365428571428572,False,True,True,False
