home_team,away_team,home_sp,away_sp,xgb_l1,stacker_l2,team_log_odds,actual_home_win,game_date,game_pk,model_prob,bet_type,home_score_final,away_score_final,actual,close_ml_home,pinnacle_ml_home,retail_implied_home,P_true_home,retail_odds,retail_imp,p_true,P_true,retail_implied_prob,edge,sanity_check_pass,odds_floor_pass,tier,dollar_stake,actionable,market,lam_home,lam_away,total_line,p_over_dc,p_over_xgb,p_over_final,p_cover_dc,p_cover_xgb,p_home_cover_final,actual_total,close_total,pinnacle_total_over_odds,retail_implied_over,P_true_over,home_covers_rl,runline_home_odds,pinnacle_rl_home_odds,retail_implied_rl_home,P_true_rl_home,actual_f5_home,actual_f5_away,actual_f5_win,f5_home_win,skip_sanity,p_stk_nrfi,pois_p_nrfi,actual_f1_home,actual_f1_away,actual_nrfi,f1_nrfi
BAL,AZ,KYLE BRADISH,EDUARDO RODRIGUEZ,,,,,2026-04-15,824855,0.6495,OVER,5.0,8.0,1,,,,,-110.0,0.49567,0.485402,0.4854,0.4957,0.1538,True,True,1.0,50.0,True,TOT,4.576,6.477,8.5,0.6542,0.7727,0.6495,0.6894,0.4548,0.4839,13.0,9.0,-101,0.49567,0.485402,,,,,,,,,,,,,,,,
WSH,SF,ZACK LITTELL,LOGAN WEBB,,,,,2026-04-17,822752,0.7331,OVER,5.0,10.0,1,,,,,-110.0,0.489166,0.485194,0.4852,0.4892,0.2439,True,True,1.0,50.0,True,TOT,4.663,7.474,8.5,0.5352,0.8537,0.7331,0.612,0.3552,0.4016,15.0,8.5,100,0.489166,0.485194,,,,,,,,,,,,,,,,
WSH,SF,CADE CAVALLI,ADRIAN HOUSER,,,,,2026-04-18,822751,0.7405,OVER,6.0,7.0,1,,,,,-110.0,0.5238095238095238,,,0.5238,0.2167,True,True,1.0,50.0,True,TOT,5.333,6.921,8.5,0.5352,0.8609,0.7405,0.612,0.4925,0.4903,13.0,,,,,,,,,,,,,,,,,,,,
PIT,TB,PAUL SKENES,DREW RASMUSSEN,,,,,2026-04-18,823394,0.8399,OVER,7.0,8.0,1,,,,,-110.0,0.5238095238095238,,,0.5238,0.3161,True,True,1.0,50.0,True,TOT,6.72,7.287,8.5,0.4359,0.9382,0.8399,0.622,0.6003,0.5594,15.0,,,,,,,,,,,,,,,,,,,,
NYY,KC,WILL WARREN,NOAH CAMERON,,,,,2026-04-18,823558,0.8146,OVER,13.0,4.0,1,,,,,-110.0,0.5238095238095238,,,0.5238,0.2908,True,True,1.0,50.0,True,TOT,9.571,3.978,8.5,0.5186,0.9228,0.8146,0.7884,0.9764,0.9261,17.0,,,,,,,,,,,,,,,,,,,,
HOU,STL,LANCE MCCULLERS JR.,ANDRE PALLANTE,,,,,2026-04-18,824206,0.6774,OVER,5.0,7.0,1,,,,,-110.0,0.5238095238095238,,,0.5238,0.1536,True,True,1.0,50.0,True,TOT,4.694,6.632,8.5,0.5438,0.7956,0.6774,0.7757,0.4509,0.4989,12.0,,,,,,,,,,,,,,,,,,,,
ATH,CWS,LUIS SEVERINO,ERICK FEDDE,,,,,2026-04-18,825020,0.6822,OVER,7.0,6.0,1,,,,,-110.0,0.5238095238095238,,,0.5238,0.1584,True,True,1.0,50.0,True,TOT,6.075,5.296,8.5,0.522,0.7993,0.6822,0.721,0.7527,0.6854,13.0,,,,,,,,,,,,,,,,,,,,
WSH,SF,PJ POULIN,ROBBIE RAY,,,,,2026-04-19,822750,0.5351,OVER,3.0,0.0,0,,,,,-110.0,0.442145,0.26215,0.2621,0.4421,0.093,True,True,1.0,12.0,True,TOT,4.281,5.206,8.5,0.5352,0.6066,0.5351,0.612,0.5775,0.5452,3.0,3.5,264,0.442145,0.26215,,,,,,,,,,,,,,,,
PIT,TB,MITCH KELLER,SHANE MCCLANAHAN,,,,,2026-04-19,823393,0.6039,OVER,6.0,3.0,1,,,,,-110.0,0.270598,0.395697,0.3957,0.2706,0.3333,True,True,1.0,50.0,True,TOT,5.631,4.617,8.5,0.4359,0.6944,0.6039,0.622,0.7867,0.6946,9.0,9.5,139,0.270598,0.395697,,,,,,,,,,,,,,,,
MIN,CIN,BAILEY OBER,BRADY SINGER,,,,,2026-04-19,823718,0.6377,OVER,4.0,7.0,1,,,,,-110.0,0.517355,0.506496,0.5065,0.5174,0.1203,True,True,1.0,50.0,True,TOT,5.133,5.68,8.5,0.5722,0.7509,0.6377,0.6957,0.6168,0.5877,11.0,6.5,-113,0.517355,0.506496,,,,,,,,,,,,,,,,
HOU,STL,MIKE BURROWS,MATTHEW LIBERATORE,,,,,2026-04-19,824205,0.5259,OVER,5.0,7.0,1,,,,,-110.0,0.428968,0.49567,0.4957,0.429,0.0969,True,True,1.0,2.0,True,TOT,4.028,5.356,8.5,0.5438,0.5937,0.5259,0.7757,0.526,0.5469,12.0,7.5,-108,0.428968,0.49567,,,,,,,,,,,,,,,,
WSH,ATL,JAKE IRVIN,BRYCE ELDER,,,,,2026-04-20,822749,0.6177,OVER,4.0,9.0,1,,,,,-110.0,0.471462,0.483108,0.4831,0.4715,0.1462,True,True,1.0,50.0,True,TOT,4.224,6.377,8.5,0.6218,0.7307,0.6177,0.5206,0.4233,0.429,13.0,9.5,-104,0.471462,0.483108,,,,,,,,,,,,,,,,
TB,CIN,JESSE SCHOLTENS,RHETT LOWDER,,,,,2026-04-20,822994,0.5636,OVER,1.0,6.0,0,,,,,-110.0,0.493849,0.502165,0.5022,0.4938,0.0698,True,True,1.0,42.0,True,TOT,5.135,4.679,8.5,0.5131,0.6459,0.5636,0.7378,0.7367,0.6779,7.0,9.5,-111,0.493849,0.502165,,,,,,,,,,,,,,,,
TB,NYY,DREW RASMUSSEN,CAM SCHLITTLER,,,,,2026-04-12,822998,0.6921,HOME_-1.5,,,0,,,,,-143,0.588477366255144,,,0.5885,0.1036,True,True,1.0,50.0,True,RL,4.687,4.029,8.5,0.5211,0.5064,0.472,0.6684,0.7709,0.6921,,,,,,0.0,-143,,,,,,,,,,,,,,
SEA,HOU,LOGAN GILBERT,CODY BOLTON,,,,,2026-04-12,823154,0.6454,HOME_-1.5,,,1,,,,,-125,0.5555555555555556,,,0.5556,0.0898,True,True,1.0,50.0,True,RL,4.35,4.346,8.5,0.4754,0.5037,0.4738,0.7106,0.6984,0.6454,,,,,,1.0,-125,,,,,,,,,,,,,,
SD,COL,NICK PIVETTA,JIMMY HERGET,,,,,2026-04-12,823317,0.7903,HOME_-1.5,,,1,,,,,145,0.40816326530612246,,,0.4082,0.3821,True,True,1.0,50.0,True,RL,4.817,3.517,8.5,0.6087,0.4541,0.4332,0.8853,0.8377,0.7903,,,,,,1.0,145,,,,,,,,,,,,,,
MIL,WSH,BRANDON WOODRUFF,ZACK LITTELL,,,,,2026-04-12,823804,0.7003,HOME_-1.5,,,0,,,,,113,0.4694835680751174,,,0.4695,0.2308,True,True,1.0,50.0,True,RL,3.91,3.747,8.5,0.5856,0.3596,0.3787,0.8446,0.73,0.7003,,,,,,0.0,113,,,,,,,,,,,,,,
LAD,TEX,ROKI SASAKI,JACOB DEGROM,,,,,2026-04-12,823966,0.7562,HOME_-1.5,,,0,,,,,106,0.4854368932038835,,,0.4854,0.2708,True,True,1.0,50.0,True,RL,4.343,3.288,8.5,0.5878,0.3561,0.3765,0.7627,0.8265,0.7562,,,,,,0.0,106,,,,,,,,,,,,,,
KC,CWS,NOAH CAMERON,GRANT TAYLOR,,,,,2026-04-12,824126,0.6273,HOME_-1.5,,,0,,,,,105,0.4878048780487805,,,0.4878,0.1395,True,True,1.0,50.0,True,RL,4.463,4.877,8.5,0.4623,0.5882,0.5285,0.8087,0.6421,0.6273,,,,,,0.0,105,,,,,,,,,,,,,,
DET,MIA,TARIK SKUBAL,SANDY ALCANTARA,,,,,2026-04-12,824293,0.6144,HOME_-1.5,,,1,,,,,111,0.47393364928909953,,,0.4739,0.1405,True,True,1.0,50.0,True,RL,3.224,3.846,8.5,0.494,0.2801,0.3376,0.7654,0.6344,0.6144,,,,,,1.0,111,,,,,,,,,,,,,,
BAL,SF,CADE POVICH,ADRIAN HOUSER,,,,,2026-04-12,824859,0.6301,HOME_-1.5,,,1,,,,,163,0.38022813688212925,,,0.3802,0.2499,True,True,1.0,50.0,True,RL,4.719,4.865,8.5,0.4823,0.6185,0.5471,0.7275,0.6721,0.6301,,,,,,1.0,163,,,,,,,,,,,,,,
ATL,CLE,CHRIS SALE,TANNER BIBEE,,,,,2026-04-12,824938,0.8853,HOME_-1.5,,,1,,,,,113,0.4694835680751174,,,0.4695,0.4158,True,True,1.0,50.0,True,RL,5.874,2.674,8.5,0.4526,0.4835,0.463,0.7613,0.9513,0.8853,,,,,,1.0,113,,,,,,,,,,,,,,
PIT,WSH,MITCH KELLER,PJ POULIN,,,,,2026-04-14,823398,0.8094,HOME_-1.5,,,0,,,,,109,0.457616,0.458015,0.458,0.4576,0.3518,True,True,1.0,50.0,True,RL,6.264,3.887,8.5,0.5294,0.6839,0.5894,0.7375,0.8918,0.8094,,,,,,0.0,109,113,0.457616,0.458015,,,,,,,,,,,
PHI,CHC,AARON NOLA,RILEY MARTIN,,,,,2026-04-14,823478,0.5729,HOME_-1.5,,,0,,,,,144,0.391738,0.394572,0.3946,0.3917,0.1812,True,True,1.0,50.0,True,RL,3.07,3.974,8.5,0.5467,0.2766,0.3318,0.6904,0.5943,0.5729,,,,,,0.0,144,147,0.391738,0.394572,,,,,,,,,,,
NYY,LAA,RYAN WEATHERS,REID DETMERS,,,,,2026-04-14,823562,0.7076,HOME_-1.5,,,0,,,,,113,0.448942,0.447172,0.4472,0.4489,0.2587,True,True,1.0,50.0,True,RL,3.923,3.648,8.5,0.616,0.3478,0.3695,0.8288,0.7445,0.7076,,,,,,0.0,113,118,0.448942,0.447172,,,,,,,,,,,
MIN,BOS,MICK ABEL,SONNY GRAY,,,,,2026-04-14,823723,0.8438,HOME_-1.5,,,1,,,,,-149,0.571628,0.579286,0.5793,0.5716,0.2722,True,True,1.0,50.0,True,RL,4.943,2.577,8.5,0.6081,0.3408,0.3659,0.6644,0.9261,0.8438,,,,,,1.0,-149,-146,0.571628,0.579286,,,,,,,,,,,
MIL,TOR,JACOB MISIOROWSKI,KEVIN GAUSMAN,,,,,2026-04-14,823802,0.6621,HOME_-1.5,,,0,,,,,169,0.355394,0.343063,0.3431,0.3554,0.3067,True,True,1.0,50.0,True,RL,3.869,3.909,8.5,0.5043,0.3765,0.3948,0.7689,0.7036,0.6621,,,,,,0.0,169,184,0.355394,0.343063,,,,,,,,,,,
DET,KC,FRAMBER VALDEZ,COLE RAGANS,,,,,2026-04-14,824292,0.862,HOME_-1.5,,,0,,,,,-189,0.625138,0.341569,0.3416,0.6251,0.2369,True,True,1.0,50.0,True,RL,4.623,2.259,8.5,0.4494,0.2557,0.3255,0.7255,0.9357,0.862,,,,,,0.0,-189,185,0.625138,0.341569,,,,,,,,,,,
CIN,SF,BRADY SINGER,ROBBIE RAY,,,,,2026-04-14,824531,0.668,HOME_-1.5,,,0,,,,,-177,0.611184,0.346541,0.3465,0.6112,0.0568,True,True,1.0,40.0,True,RL,2.372,2.579,8.5,0.4761,0.0649,0.1821,0.7036,0.7268,0.668,,,,,,0.0,-177,181,0.611184,0.346541,,,,,,,,,,,
ATL,MIA,REYNALDO LOPEZ,MAX MEYER,,,,,2026-04-14,824935,0.83,HOME_-1.5,,,0,,,,,129,0.417455,0.414938,0.4149,0.4175,0.4125,True,True,1.0,50.0,True,RL,5.682,3.418,8.5,0.5593,0.5574,0.5011,0.8225,0.8981,0.83,,,,,,0.0,129,135,0.417455,0.414938,,,,,,,,,,,
STL,CLE,DUSTIN MAY,SLADE CECCONI,,,,,2026-04-15,823071,0.7639,HOME_-1.5,,,1,,,,,-177,0.610216,0.342462,0.3425,0.6102,0.1537,True,True,1.0,50.0,True,RL,5.418,3.717,8.5,0.4525,0.5621,0.5123,0.6481,0.8588,0.7639,,,,,,1.0,-177,183,0.610216,0.342462,,,,,,,,,,,
PIT,WSH,MASON MONTGOMERY,JAKE IRVIN,,,,,2026-04-15,823399,0.9173,HOME_-1.5,,,1,,,,,113,0.448942,,,0.4489,0.4684,True,True,1.0,50.0,True,RL,5.476,2.011,8.5,0.5294,0.3362,0.3689,0.7375,0.9711,0.9173,,,,,,1.0,113,,0.448942,,,,,,,,,,,,
PHI,CHC,JESUS LUZARDO,SHOTA IMANAGA,,,,,2026-04-15,823477,0.5918,HOME_-1.5,,,0,,,,,141,0.396715,0.387974,0.388,0.3967,0.1951,True,True,1.0,50.0,True,RL,2.114,2.971,8.5,0.5467,0.0738,0.1877,0.6904,0.6209,0.5918,,,,,,0.0,141,150,0.396715,0.387974,,,,,,,,,,,
NYY,LAA,LUIS GIL,JACK KOCHANOWICZ,,,,,2026-04-15,823561,0.8187,HOME_-1.5,,,0,,,,,100,0.478261,,,0.4783,0.3404,True,True,1.0,50.0,True,RL,6.428,4.081,8.5,0.616,0.7215,0.611,0.8288,0.8859,0.8187,,,,,,0.0,100,,0.478261,,,,,,,,,,,,
MIL,TOR,CHAD PATRICK,DYLAN CEASE,,,,,2026-04-15,823803,0.7829,HOME_-1.5,,,0,,,,,-163,0.592911,,,0.5929,0.19,True,True,1.0,50.0,True,RL,2.347,1.788,8.5,0.5043,0.0257,0.1306,0.7689,0.8524,0.7829,,,,,,0.0,-163,,0.592911,,,,,,,,,,,,
DET,KC,JACK FLAHERTY,SETH LUGO,,,,,2026-04-15,824291,0.6578,HOME_-1.5,,,0,,,,,159,0.369133,0.370274,0.3703,0.3691,0.2887,True,True,1.0,50.0,True,RL,3.359,3.448,8.5,0.4494,0.2462,0.3195,0.7255,0.7104,0.6578,,,,,,0.0,159,162,0.369133,0.370274,,,,,,,,,,,
CIN,SF,RHETT LOWDER,TYLER MAHLE,,,,,2026-04-15,824532,0.8051,HOME_-1.5,,,1,,,,,-168,0.599713,0.598844,0.5988,0.5997,0.2054,True,True,1.0,50.0,True,RL,4.199,2.589,8.5,0.4761,0.2437,0.3162,0.7036,0.8889,0.8051,,,,,,1.0,-168,-161,0.599713,0.598844,,,,,,,,,,,
BAL,AZ,KYLE BRADISH,EDUARDO RODRIGUEZ,,,,,2026-04-15,824855,0.4839,HOME_-1.5,,,0,,,,,123,0.428372,0.413028,0.413,0.4284,0.0555,True,True,1.0,32.0,True,RL,4.576,6.477,8.5,0.6542,0.7727,0.6495,0.6894,0.4548,0.4839,,,,,,0.0,123,135,0.428372,0.413028,,,,,,,,,,,
ATL,MIA,BRYCE ELDER,CHRIS PADDACK,,,,,2026-04-15,824936,0.829,HOME_-1.5,,,1,,,,,123,0.428372,0.441729,0.4417,0.4284,0.4006,True,True,1.0,50.0,True,RL,5.369,3.236,8.5,0.5593,0.4913,0.4597,0.8225,0.8966,0.829,,,,,,1.0,123,120,0.428372,0.441729,,,,,,,,,,,
CLE,BAL,PARKER MESSICK,SHANE BAZ,,,,,2026-04-16,824453,0.7948,HOME_-1.5,,,1,,,,,102,0.464458,0.562661,0.5627,0.4645,0.3303,True,True,1.0,50.0,True,RL,3.39,2.18,8.5,0.4559,0.1117,0.2256,0.6799,0.8808,0.7948,,,,,,1.0,102,-144,0.464458,0.562661,,,,,,,,,,,
PIT,TB,BUBBA CHANDLER,NICK MARTINEZ,,,,,2026-04-17,823397,0.8451,HOME_-1.5,,,1,,,,,-199,0.636417,0.359464,0.3595,0.6364,0.2087,True,True,1.0,50.0,True,RL,5.815,2.988,8.5,0.4359,0.5181,0.4857,0.622,0.9325,0.8451,,,,,,1.0,-199,171,0.636417,0.359464,,,,,,,,,,,
NYY,KC,CAM SCHLITTLER,MICHAEL WACHA,,,,,2026-04-17,823559,0.7801,HOME_-1.5,,,1,,,,,119,0.436917,0.445229,0.4452,0.4369,0.3432,True,True,1.0,50.0,True,RL,4.206,2.981,8.5,0.5186,0.2955,0.3453,0.7884,0.8498,0.7801,,,,,,1.0,119,119,0.436917,0.445229,,,,,,,,,,,
CLE,BAL,TANNER BIBEE,CHRIS BASSITT,,,,,2026-04-17,824454,0.6373,HOME_-1.5,,,0,,,,,153,0.378017,0.374798,0.3748,0.378,0.2593,True,True,1.0,50.0,True,RL,4.11,4.171,8.5,0.4559,0.4467,0.4404,0.6799,0.6952,0.6373,,,,,,0.0,153,160,0.378017,0.374798,,,,,,,,,,,
CHC,NYM,EDWARD CABRERA,KODAI SENGA,,,,,2026-04-17,824693,0.7985,HOME_-1.5,,,1,,,,,-184,0.6086,0.541193,0.5412,0.6086,0.1899,True,True,1.0,50.0,True,RL,4.136,2.69,8.5,0.5519,0.2485,0.3143,0.7489,0.8753,0.7985,,,,,,1.0,-184,-131,0.6086,0.541193,,,,,,,,,,,
BOS,DET,RANGER SUAREZ,CASEY MIZE,,,,,2026-04-17,824778,0.6526,HOME_-1.5,,,0,,,,,163,0.363583,0.35288,0.3529,0.3636,0.289,True,True,1.0,50.0,True,RL,2.407,2.773,8.5,0.5337,0.0804,0.1946,0.7279,0.6981,0.6526,,,,,,0.0,163,176,0.363583,0.35288,,,,,,,,,,,
SEA,TEX,BRYAN WOO,MACKENZIE GORE,,,,,2026-04-19,823150,0.5889,HOME_-1.5,,,1,,,,,163,0.363583,0.373433,0.3734,0.3636,0.2253,True,True,1.0,50.0,True,RL,3.22,3.966,8.5,0.4652,0.2953,0.3488,0.7065,0.6158,0.5889,,,,,,1.0,163,161,0.363583,0.373433,,,,,,,,,,,
NYY,KC,RYAN WEATHERS,COLE RAGANS,,,,,2026-04-19,823556,0.8991,HOME_-1.5,,,1,,,,,141,0.396715,0.396096,0.3961,0.3967,0.5024,True,True,1.0,50.0,True,RL,5.327,2.248,8.5,0.5186,0.3483,0.377,0.7884,0.9578,0.8991,,,,,,1.0,141,146,0.396715,0.396096,,,,,,,,,,,
MIN,CIN,BAILEY OBER,BRADY SINGER,,,,,2026-04-19,823718,0.5877,HOME_-1.5,,,0,,,,,-125,0.521472,0.527001,0.527,0.5215,0.0662,True,True,1.0,36.0,True,RL,5.133,5.68,8.5,0.5722,0.7509,0.6377,0.6957,0.6168,0.5877,,,,,,0.0,-125,-123,0.521472,0.527001,,,,,,,,,,,
MIA,MIL,EURY PEREZ,JACOB MISIOROWSKI,,,,,2026-04-19,823881,0.4459,HOME_-1.5,,,1,,,,,184,0.330698,0.534319,0.5343,0.3307,0.1152,True,True,1.0,50.0,True,RL,2.934,4.803,8.5,0.5223,0.3708,0.3901,0.5159,0.4521,0.4459,,,,,,1.0,184,-130,0.330698,0.534319,,,,,,,,,,,
HOU,STL,MIKE BURROWS,MATTHEW LIBERATORE,,,,,2026-04-19,824205,0.5469,HOME_-1.5,,,0,,,,,132,0.404828,0.472803,0.4728,0.4048,0.1421,True,True,1.0,50.0,True,RL,4.028,5.356,8.5,0.5438,0.5937,0.5259,0.7757,0.526,0.5469,,,,,,0.0,132,100,0.404828,0.472803,,,,,,,,,,,
COL,LAD,MICHAEL LORENZEN,ROKI SASAKI,,,,,2026-04-19,824371,0.5641,HOME_-1.5,,,1,,,,,-110,0.491797,0.472999,0.473,0.4918,0.0723,True,True,1.0,42.0,True,RL,4.209,4.363,8.5,0.7472,0.4867,0.4406,0.3483,0.6806,0.5641,,,,,,1.0,-110,102,0.491797,0.472999,,,,,,,,,,,
CLE,BAL,JOEY CANTILLO,TREVOR ROGERS,,,,,2026-04-19,824452,0.6626,HOME_-1.5,,,1,,,,,198,0.315436,0.517832,0.5178,0.3154,0.3472,True,True,1.0,50.0,True,RL,3.038,3.081,8.5,0.4559,0.1654,0.2658,0.6799,0.7275,0.6626,,,,,,1.0,198,-121,0.315436,0.517832,,,,,,,,,,,
BOS,DET,GARRETT CROCHET,FRAMBER VALDEZ,,,,,2026-04-19,824777,0.4916,HOME_-1.5,,,0,,,,,159,0.369133,0.370731,0.3707,0.3691,0.1225,True,True,1.0,50.0,True,RL,2.844,4.67,8.5,0.5337,0.3399,0.3709,0.7279,0.458,0.4916,,,,,,0.0,159,163,0.369133,0.370731,,,,,,,,,,,
ATH,CWS,JEFFREY SPRINGS,NOAH SCHULTZ,,,,,2026-04-19,825018,0.804,HOME_-1.5,,,0,,,,,123,0.428372,0.430262,0.4303,0.4284,0.3756,True,True,1.0,50.0,True,RL,5.073,3.165,8.5,0.522,0.4406,0.4318,0.721,0.8869,0.804,,,,,,0.0,123,127,0.428372,0.430262,,,,,,,,,,,
AZ,TOR,RYNE NELSON,KEVIN GAUSMAN,,,,,2026-04-19,825100,0.6777,HOME_-1.5,,,0,,,,,-180,0.614537,0.613402,0.6134,0.6145,0.0632,True,True,1.0,49.0,True,RL,3.95,3.689,8.5,0.637,0.3572,0.3734,0.6956,0.7418,0.6777,,,,,,0.0,-180,-170,0.614537,0.613402,,,,,,,,,,,
WSH,ATL,JAKE IRVIN,BRYCE ELDER,,,,,2026-04-20,822749,0.429,HOME_-1.5,,,0,,,,,175,0.341688,0.529309,0.5293,0.3417,0.0873,True,True,1.0,50.0,True,RL,4.224,6.377,8.5,0.6218,0.7307,0.6177,0.5206,0.4233,0.429,,,,,,0.0,175,-127,0.341688,0.529309,,,,,,,,,,,
TB,CIN,JESSE SCHOLTENS,RHETT LOWDER,,,,,2026-04-20,822994,0.6779,HOME_-1.5,,,0,,,,,-119,0.510258,0.486993,0.487,0.5103,0.1676,True,True,1.0,50.0,True,RL,5.135,4.679,8.5,0.5131,0.6459,0.5636,0.7378,0.7367,0.6779,,,,,,0.0,-119,-104,0.510258,0.486993,,,,,,,,,,,
CLE,HOU,SLADE CECCONI,SPENCER ARRIGHETTI,,,,,2026-04-20,824450,0.5081,HOME_-1.5,,,0,,,,,-102,0.474389,0.456801,0.4568,0.4744,0.0337,True,True,1.0,3.0,True,RL,3.475,4.982,8.5,0.436,0.471,0.4566,0.6741,0.5035,0.5081,,,,,,0.0,-102,109,0.474389,0.456801,,,,,,,,,,,
CHC,PHI,COLIN REA,AARON NOLA,,,,,2026-04-20,824692,0.7588,HOME_-1.5,,,1,,,,,-207,0.633179,0.632377,0.6324,0.6332,0.1256,True,True,1.0,50.0,True,RL,4.864,3.495,8.5,0.5467,0.4574,0.4401,0.6996,0.8432,0.7588,,,,,,1.0,-207,-185,0.633179,0.632377,,,,,,,,,,,
BOS,DET,SONNY GRAY,JACK FLAHERTY,,,,,2026-04-20,824776,0.6089,HOME_-1.5,,,1,,,,,117,0.433109,0.524849,0.5248,0.4331,0.1758,True,True,1.0,50.0,True,RL,3.82,4.343,8.5,0.5337,0.4303,0.4247,0.7279,0.6378,0.6089,,,,,,1.0,117,-122,0.433109,0.524849,,,,,,,,,,,
