game_date,home_team,away_team,home_sp_xwoba_against,away_sp_xwoba_against,mc_expected_runs,total_runs,mc_f5_home_win_pct,mc_f5_away_win_pct,mc_f5_tie_pct,mc_f5_expected_total,mc_f5_home_cover_pct,actual_f5_total
2023-04-11,CLE,NYY,0.23443358644487247,0.2315431234985404,7.098966598510742,13.0,0.3768,0.3958,0.2274,3.2179999351501465,0.6042,
2023-04-11,TB,BOS,0.28178451886738115,,8.665933609008789,9.0,0.4775,0.3427,0.1798,4.697999954223633,0.6573,
2023-04-11,SF,LAD,0.3763558888888889,0.2802778553318808,9.593500137329102,5.0,0.2699,0.5786,0.1515,5.434999942779541,0.4214,
2023-04-11,PHI,MIA,0.29036099729496595,0.23896212168584044,7.643700122833252,12.0,0.3006,0.5045,0.1949,3.8559999465942383,0.4955,
2023-04-11,PIT,HOU,0.2774922814281954,0.2645197012508284,8.297100067138672,11.0,0.3719,0.4379,0.1902,4.183000087738037,0.5621,
2023-04-11,TOR,DET,0.40181774684186133,0.2982854182908546,10.473699569702148,12.0,0.2777,0.5856,0.1367,6.040999889373779,0.4144,
2023-04-11,NYM,SD,0.3756772877025678,0.29894226315789474,9.984733581542969,6.0,0.3066,0.5449,0.1485,5.631999969482422,0.4551,
2023-04-12,TEX,KC,0.2848284587510999,0.3425000535173518,9.69909954071045,11.0,0.5206,0.3217,0.1577,5.24399995803833,0.6783,
2023-04-12,AZ,MIL,0.4261057062030148,,11.610933303833008,10.0,0.2846,0.5878,0.1276,6.925000190734863,0.4122,
2023-04-12,BAL,ATH,0.43700064034940356,0.4418763071451304,12.819867134094238,12.0,0.4452,0.4395,0.1153,8.156000137329102,0.5605,
2023-04-12,TB,BOS,,0.4239975100557101,10.825366973876953,16.0,0.585,0.2846,0.1304,6.466000080108643,0.7154,
2023-04-12,ATL,CIN,0.30994954321468604,0.3366481668424935,10.119600296020508,9.0,0.4696,0.3809,0.1495,5.6529998779296875,0.6191,
2023-04-12,LAA,WSH,,0.3151874204330642,9.70383358001709,5.0,0.4169,0.4213,0.1618,5.201000213623047,0.5787,
2023-04-12,SF,LAD,0.3039487403886607,0.35622369170809914,9.585332870483398,15.0,0.5018,0.3422,0.1561,5.466000080108643,0.6578,
2023-04-12,CLE,NYY,,0.4387560840531797,11.516966819763184,7.0,0.6089,0.2694,0.1218,6.936999797821045,0.7306,
2023-04-12,NYM,SD,0.3105697124795692,0.42397024601770084,10.823533058166504,7.0,0.5972,0.2706,0.1322,6.38100004196167,0.7294,
2023-04-12,PHI,MIA,0.2645266737572281,0.3671999474175439,9.115799903869629,5.0,0.5857,0.2599,0.1544,5.086999893188477,0.7401,
